,NU_INSCRICAO,NU_ANO,TP_FAIXA_ETARIA,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025
39,210056471537,2022,3,F,1,1,1,1,1,1,,0,,,,,,,,3550209,São Miguel Arcanjo,35,SP,1,1,1,1,1086.0,1055.0,1065.0,1076.0,436.1,546.6,496.4,568.4,CEEACBBACAAACABDABBDDACDDABBBCDDCCEBDCDDDBADC,DEAAAADAEEADCCDCDBABCADEABCCCEDAEADDCDCCDCCEB,ECCAADEEAAEDDEBACECEBBCECCDBDAEABDCACCDCBEBED,CACCECAEECACDADDEACBCBCDBCDBBEBCDBDADBCDDBBBC,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,80.0,120.0,80.0,100.0,80.0,460.0,C,E,A,B,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
40,210056717205,2022,5,F,1,3,1,2,0,2,1.0,0,2301109.0,Aracati,23.0,CE,2.0,1.0,1.0,2301109,Aracati,23,CE,1,1,1,1,1085.0,1057.0,1068.0,1075.0,436.7,420.0,512.6,430.4,ECCCEEADACACABCADCDDBCDCCDEBCBDABBBBABADDCACB,CBDCADBCDDCCBDCCBADCCEBBDCCDAADBCCCBBCCEDCACC,EACBECCDDABCECCDBCDAEEDCBACBADCBBBDDBCBDDCEAC,BEEACABCBEEECEEEAEAACDCABCDBCBBDDBAACAABCAAAE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,100.0,120.0,100.0,560.0,C,D,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
41,210054839231,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,1500800,Ananindeua,15,PA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,402.1,465.3,346.3,460.6,ABCAEAEEDDBBDEDADCDCBBBECBACBDEEEEDCDBADBDEAD,AEEDAEEEAEEEAECBDABDEABBECADAEEBEEAEEABABCAEC,DADCADADBEDDCAABDEACDEDDDCAEDEDECECAEBEAAEEEB,EDEBEAECEECEBDDDACDCEBADCBAEDCAA.EDEAACAEEAEB,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,40.0,40.0,120.0,40.0,360.0,E,E,C,B,3,C,A,C,C,A,A,B,A,B,A,B,A,A,B,A,A,B,A,A,B
42,210056590629,2022,5,F,1,3,1,1,3,1,,0,,,,,,,,3118601,Contagem,31,MG,1,1,1,1,1087.0,1056.0,1066.0,1078.0,470.2,340.6,492.3,496.6,ABEDCBAADBECBBAECABCCBBDCCADACDAAEBDDADBEDBCA,CDACDBEBCCBDAEBABBCBEDCEAACCBAACCDCDAACDECCAA,CAEDADCECAECAEDCADEDDADEBDAABCDACDCCCBADBECEA,BEEAACDBCCACCBADCDAAADBCDABEACBBACCBAAABDECCD,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,200.0,120.0,120.0,160.0,720.0,C,B,B,B,2,B,A,B,C,A,A,B,B,B,A,B,A,A,B,A,A,C,A,A,B
43,210055243739,2022,4,F,1,1,1,2,0,2,1.0,0,,,,,,,,5300108,Brasília,53,DF,1,1,1,1,1085.0,1057.0,1068.0,1075.0,390.1,537.7,442.7,441.4,EADAABBECDDBABEEABBEADBCAABAAABBCDADCEBBADBCD,EBCCCADCDCDCCAECAAABAAEDBEAEBEEBBEDEAEDDAEBAC,ABEBECCBDEDDBBCCBCCADDBEDDDBCDDAACBABCCCCECAE,CDBABEBDBACADBCCBADEDAC.BABDACCCCEABB*DECDCDA,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,80.0,120.0,120.0,140.0,140.0,600.0,D,D,B,C,4,C,A,B,C,A,A,B,A,B,A,A,A,A,B,A,A,C,A,A,B
44,210056524758,2022,5,F,2,1,1,1,2,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,0,1,1,0,,1056.0,1066.0,,,547.0,571.6,,,EAEABAEDADDCABADCEBBAACECCADEADDDAAAECEDAAACB,EEEAADDBCADACCCADDADEDEDECBACBEADDBCAAABBECBB,,1,,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,,1.0,120.0,120.0,100.0,120.0,120.0,580.0,E,B,B,B,2,B,B,B,B,A,A,B,B,A,A,B,A,A,B,A,A,C,A,B,B
45,210056561591,2022,7,M,1,3,1,2,0,2,1.0,0,,,,,,,,1507607,São Miguel do Guamá,15,PA,1,1,1,1,1088.0,1058.0,1067.0,1077.0,462.7,523.8,509.1,526.6,CDCBEEDEEAECEBBBDCBCBBDBBBECBBDCCDDCDACCAADDD,ABDAAEEABECECEBCDBABCADCAEACECDAEEDCEACDEAADB,EBBEAAADCAEDBAEAABEBEACADAECBEEECADDBAABDDBCB,EEBAAAECEECEBBABABACDDACACAEBDEECAAEBCCAEEAAB,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,120.0,100.0,100.0,80.0,520.0,B,B,A,A,2,B,A,C,E,B,A,B,A,A,A,A,A,A,B,A,A,C,A,A,B
46,210055982054,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,2700300,Arapiraca,27,AL,1,1,1,1,1087.0,1056.0,1066.0,1078.0,522.2,520.2,532.8,488.0,CDEACCADDAAEACDDEACCACBBDDAECDAACDAAEDCABECAD,EBEBCAADCCBCEBCBCEEBAAEDDCDABCADDDEACBECABABD,EAEDDCEECACACDCCADAAECAADAEAE.BABDECCECBEECBB,BEDBCCAAABDBEBCCDDAACDBCCBBBCECBDAABDAEDCCADD,0,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,100.0,120.0,80.0,540.0,C,B,C,A,1,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,B
47,210056971736,2022,4,F,1,1,1,1,2,1,,0,,,,,,,,3548500,Santos,35,SP,1,1,1,1,1085.0,1057.0,1068.0,1075.0,518.1,553.2,549.8,542.5,ABDABB.AACEEEDEDDCEDACDDBDECBDEADBCAABACBAACB,AEDCEEAEDCDCAEDDAAABAADDADABABEECCACACDDADCAC,ABDEECCDDECCABCBBBEEBECDAAEADDEBACDAADBDDDECA,DCDACDADBDDCAACDCBEBCEECBACBADCEBDEEEDBEAAECB,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,100.0,120.0,120.0,80.0,540.0,D,E,B,B,4,B,A,B,C,B,A,B,A,B,A,B,A,A,B,A,A,C,A,A,B
48,210054569187,2022,7,M,1,3,1,1,4,1,,0,,,,,,,,3143906,Muriaé,31,MG,1,1,1,1,1088.0,1058.0,1067.0,1077.0,542.3,618.7,576.2,593.2,CEECBCADCAEBCAEBADAAEEBCBADCABEDDCAAAABAEABCE,EEDAAADEEDBBAEDAAEABCAECEEDDBCDABBDEECAAEEACD,CDCCBCAABDBAEDDEBBACCCEACADABEEABADBBDEBDDCCC,DCBBDBAECCBBBCACDADBBCCDCADCDCEBCBBBAACBEBCAC,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,140.0,180.0,140.0,200.0,180.0,840.0,B,E,B,B,4,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
49,210056803896,2022,3,F,1,2,1,2,0,2,1.0,0,,,,,,,,2910057,Dias d'Ávila,29,BA,1,1,1,1,1085.0,1057.0,1068.0,1075.0,400.1,379.5,383.1,405.9,BECBDCBBECADCDACEDAEBACEDAAAEECBCADEAACDBDDBB,BDCEBBDDBABADCBDEDEBEDABACBDACDEBDDCBCACCBDAB,ADDDECECECBBEDDBEADCCEEBACDDACBEEDCDBAABDCDAE,CDBDECEBCDBADCEBDEBBBACCECBEABAEECACBDADEEBAC,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,4.0,0.0,0.0,0.0,0.0,0.0,0.0,A,D,C,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
50,210055902786,2022,10,M,1,1,1,1,8,1,,0,,,,,,,,2606002,Garanhuns,26,PE,1,1,1,1,1085.0,1057.0,1068.0,1075.0,539.7,642.6,648.6,603.7,BACBEEBBCBCACDBCDCDCACEDCBCCCBEAADBBBCECDDCBD,DBDCDBBDDBADDCBDAAADBADDAECBCCDECBDDACDDADEAB,BDECDCCCDACEBACBADAAAEDDBAEAECEBEADCEEBDBDEAA,CDADDBCBCDCCBECDBDBBEAEBEACAAEBACBAEADAEEACBB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,100.0,120.0,120.0,120.0,100.0,560.0,C,C,A,A,3,C,A,B,C,B,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
51,210057955129,2022,9,F,1,3,1,1,0,1,,0,,,,,,,,5219308,Santa Helena de Goiás,52,GO,0,1,1,0,,1055.0,1065.0,,,504.0,373.7,,,BEACBDDCEDADABBCBBACABEBAAEEDEBACADAABCEBAADD,ECBAACCEBEEBCEBADCBDBACBCACABBDCADAECBABCACDB,,1,,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,,1.0,120.0,120.0,120.0,120.0,60.0,540.0,B,B,A,A,8,C,A,B,D,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,B
52,210055178497,2022,9,M,1,2,1,1,6,1,,0,,,,,,,,2802403,Gararu,28,SE,1,1,1,1,1086.0,1055.0,1065.0,1076.0,498.5,340.1,364.4,572.6,CBBDDCBBBDCDBDBEBAEDBBCCDDEEEEBEDBBAACCEDDDDC,AAEBBDDBBADDDBBDEEAACCEECCBEAACCEEAAEAADDBEEE,.....EEEDADCDDEBBBBBBEEECDEAADDAACCDDAABAAADD,ABDACACAECBDCCBBEEDDAADCCEECCAADDCCBBEEBBCCAA,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,140.0,120.0,120.0,80.0,580.0,D,A,C,A,5,B,A,C,C,A,A,B,A,A,A,A,A,A,B,A,A,C,A,B,B
53,210057317800,2022,6,F,1,3,1,1,3,1,,0,,,,,,,,3301876,Iguaba Grande,33,RJ,1,1,1,1,1086.0,1055.0,1065.0,1076.0,554.9,461.9,482.4,483.0,EABACECABACBDABDBCEBDBCABDBBECBABEECDAEDACAEC,DACCCADEDDAECBEEACBBEEEAADABABBBCAACCECAEEEEA,BEBAEDCDABAABDEBDBBEBACECDBDCACADDECEDCBBABAE,BADAACDEECBAABEBDDDBAAAAABBBCEADCDBCADBADBECB,1,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,120.0,200.0,160.0,120.0,120.0,720.0,C,C,B,B,3,B,A,B,B,B,A,B,A,A,A,A,A,A,B,A,A,B,A,B,B
54,210056544605,2022,4,F,1,3,1,1,1,1,,0,,,,,,,,2202208,Campo Maior,22,PI,1,1,1,1,1088.0,1058.0,1067.0,1077.0,411.1,378.5,373.1,414.4,CECCBEBEAACBBACBBDEABACBDCEABBECADBCADBCAECDB,EBCDAEEEDDBDCEAADCBDDADEEBAACEBCBADCDBEADBABD,DEBCEDCCBAEBDCDEABACEECACADBDDADBCDAADCABEDEC,DBDBDDECECBBCDAACBACBCBEEDABCCEACDBADBCBCDAB*,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,120.0,120.0,120.0,0.0,480.0,C,C,C,B,3,A,A,B,C,A,B,B,A,A,A,B,A,A,B,A,B,B,A,A,B
55,210056012033,2022,3,F,1,1,1,2,0,2,1.0,0,3550308.0,São Paulo,35.0,SP,4.0,1.0,1.0,3515004,Embu das Artes,35,SP,1,1,1,1,1086.0,1055.0,1065.0,1076.0,819.5,684.9,657.8,905.5,EAEDCECEACCCDABCCECBBCCAEBEDABEADBAEBCBDDABEB,DEABEEDAEDAEECBECBCCCDDAAADBCECAEABDEBDDBBBCA,DCBDEEABACABBDBCBACCDAEECCBDECAAADCBACEDDEADE,DBAAACEBEDAECCBEDDDEDBDCBDBCBEEBDDCCDBCECBAAC,0,EACDDEBEACCCDABCEECBBCCAEBEDABEADBADDCBDDAAEB,DEABEEDAEBAAECBECBABCDDAAADBCEDAEACDBBCDCBECA,DCBDEEDCAAEAAACABBDBEBACCBEEECCBBDCAAADCCABEDBDECE,DBAAACEBEDAECCBECDEECBDCABECBEABDDCCDBDXCBAAC,1.0,160.0,200.0,160.0,180.0,200.0,900.0,D,F,B,D,4,E,A,B,C,B,A,B,B,B,A,A,A,A,B,A,A,E,A,B,B
56,210056401456,2022,4,F,1,1,1,1,1,1,,0,,,,,,,,3304557,Rio de Janeiro,33,RJ,1,1,1,1,1088.0,1058.0,1067.0,1077.0,420.6,503.9,546.5,393.0,AECCCEABEDABDBAACBADDEBCABDABCEACDDAACDBBCADD,CBCDAAECDCBEACECCAABDCACBECCBEDADEAAECEBBDACB,AADEDCEEBD.DADCDCBAA.ECADACABEEEBACCBBAEDBCCE,CDBDECAECD*ACCDCCABDBBADABECBABCDBEECBADEBDAC,1,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,160.0,160.0,140.0,160.0,200.0,820.0,A,A,A,A,5,B,B,C,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
57,210056292241,2022,2,M,1,3,1,2,0,2,1.0,0,5208608.0,Goianésia,52.0,GO,2.0,1.0,1.0,5208608,Goianésia,52,GO,1,1,1,1,1085.0,1057.0,1068.0,1075.0,442.4,579.2,582.7,551.9,ECBBAABCAABEEEBDACDDEBABCAADEBAEADBBDCAEACEDA,DAACABBCDBADDDEDAAABCCDDBEABCCDDBBDBBCDEADCAB,BDEDDCCBDADCBECBDEAAEEBABAC*BDEBAEDDCAEDBDBEB,CBECAABDBDDABBDDEBAEBDEAABEADECECEBEADBECACAE,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,180.0,140.0,140.0,160.0,740.0,C,D,F,C,4,F,B,E,D,B,A,B,A,C,A,A,A,A,C,A,A,E,A,C,B
58,210056613607,2022,5,F,1,3,1,1,3,1,,0,,,,,,,,2917508,Jacobina,29,BA,1,1,1,1,1087.0,1056.0,1066.0,1078.0,380.5,476.1,412.4,500.4,DDDDECABBBBCBEDDBAAEEDBDCCBCDECCDBDADDECBDEEC,BDBABADDAEEEDEEDEBAEAAEDABBEAEEEAAAACBBDDAEEC,AEBAAAEDBACAAACCBBBCECCAEEAEDCEDADAEAABABDCAB,BDEEACACCDCAEBDCEEBADDDDEDADABEBCDDADCDEECBDB,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,120.0,120.0,80.0,120.0,80.0,520.0,D,C,C,A,5,B,A,B,C,A,B,B,A,A,A,B,A,A,B,A,A,C,A,A,B
59,210054772114,2022,3,F,1,3,1,2,0,2,2.0,0,1506807.0,Santarém,15.0,PA,2.0,1.0,1.0,1506807,Santarém,15,PA,1,1,1,1,1085.0,1057.0,1068.0,1075.0,461.4,485.9,448.9,433.6,EACCADCBABDBDDADDCACCCACCBBCAAADDBBCCCADAAEDE,EEDCAEDEDCABCBBADAACECECDDAAABDCCBCCBBCEEBCAB,BBBCEBEADCDDDEDEEDBAEEEEBDDABCEAECEDEDDDDAEAD,CBCADBEECCBEABBECC*CCEBAEACEADBBDAEEECDEDCCAB,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,160.0,120.0,100.0,20.0,520.0,E,E,C,F,2,B,A,B,C,A,A,B,A,A,A,A,A,A,C,A,A,A,A,A,B
60,210054659789,2022,2,F,0,3,1,3,0,1,,1,,,,,,,,2304400,Fortaleza,23,CE,1,1,1,1,1087.0,1056.0,1066.0,1078.0,458.9,462.8,458.9,506.2,CADDDCEACBEABDEDBCEBDDCBBAACEDBEACBCABEABAABC,EEACAEDCBDADBBCEEAEDACAECDBDAADEBCCDBACAAAECC,BAEAAADCCABDCDEEEABBCBCAADAEECEACCBCBAECCBCCB,CEEDACCDEEBCBBDACACDEBAACEAABDCBEBCABBECABBDD,1,DDECDBEACCAEBEAEBBCCDDCBDDACBEACEABCEABEDADBA,ECBABCDDAAECBCBECAEBAEACDEEDABBCDDEABCEDAAADB,DECDBDCEAADDBCABEDCAAADCCECEEBABEEAAABDBCCCABEECBB,BEEDAEABDDCEBDBAAAAACXCBCCCBCCDBDEECBDCABEECD,1.0,160.0,120.0,160.0,120.0,100.0,660.0,E,E,E,C,4,E,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,D,A,E,B
61,210055836851,2022,5,F,1,2,1,2,0,2,,0,3303500.0,Nova Iguaçu,33.0,RJ,2.0,1.0,1.0,3305554,Seropédica,33,RJ,0,1,1,0,,1057.0,1068.0,,,429.2,337.4,,,CDCCDACCCEEACDCADACBADAADDEEEBBABABCBDBDBADAE,BDDABCBDEEBCBDADEEDDBBBDADEBAAADCDEABABDDCDDE,,1,,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,,1.0,120.0,80.0,80.0,100.0,100.0,480.0,H,C,F,B,5,C,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,D,A,A,B
62,210054885597,2022,2,M,1,1,1,2,0,2,1.0,0,,,,,,,,5002704,Campo Grande,50,MS,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,F,F,D,D,3,H,A,D,D,C,A,B,C,C,A,B,A,B,C,B,B,E,A,B,B
63,210056564302,2022,2,F,1,3,1,3,0,1,,1,,,,,,,,2913903,Ipiaú,29,BA,1,1,1,1,1085.0,1057.0,1068.0,1075.0,463.8,531.9,543.8,360.5,EBCDAACAABBDCECDEBBEBCDDEBBCAEBADDECBDEEBEBDB,DCCCEBAEDDADCAEDAAEECAEDCEBBEBDEBCAEAEBCBCAAC,BDDCDCCEDBEABEDBBAEABBBECCEAECCBAEDCCBBEBDADA,BAECDADEACADEBABDDECBADAACBEABDECBEDABCBEEDAB,0,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,120.0,120.0,20.0,500.0,C,D,C,B,2,C,A,B,C,A,B,B,A,A,A,A,A,A,B,A,A,C,A,A,B
64,210054520678,2022,13,F,1,1,1,1,16,1,,0,,,,,,,,2910800,Feira de Santana,29,BA,0,0,0,0,,,,,,,,,,,,,1,,,,,,,,,,,,F,B,D,B,4,B,A,C,C,A,A,B,A,B,A,A,A,A,B,A,A,D,A,A,B
65,210057055338,2022,3,M,1,3,1,1,1,1,,0,,,,,,,,5211206,Itapuranga,52,GO,0,0,0,0,,,,,,,,,,,,,0,,,,,,,,,,,,E,D,D,C,2,D,A,B,C,A,A,B,B,B,A,B,A,A,B,B,A,C,A,B,B
66,210057988969,2022,3,F,1,3,1,2,0,2,1.0,0,,,,,,,,3550308,São Paulo,35,SP,1,1,1,1,1088.0,1058.0,1067.0,1077.0,437.8,461.3,492.2,477.1,AACDEACADBBACBECACEEBBCCDBBCBBEAAEBBADADEAEAA,CBABAAEECABADEEAADACEACCEEDEAEDBAEADCACABBDDE,ABBAEDEBCDBDBDDDAAECEEAADAEBBBCAAACCEBEDDBBCA,DEABBCEECCACBEDEAABBECEEBBBEAECABDBEDAEAAEEBB,0,DDCBBCCDDAADBAABEDABCEEAEBAEBECBDDEBEACCEACCD,CEDAAADBAECBCDDADEABCBECAEEDAEBABBCDECBABEACD,CDBEDACDEACAABDBDBDDCABEEECEABECABEEAAACBBEBADCCCC,CCCCBXCBABECBEABDDDBDECDBDCAACEECCEBDBAAAEDAE,1.0,120.0,160.0,120.0,140.0,120.0,660.0,C,F,B,D,4,B,A,B,C,A,A,B,B,A,A,B,A,A,B,A,A,D,A,B,A
67,210055580862,2022,3,M,1,1,1,2,0,2,1.0,0,3305802.0,Teresópolis,33.0,RJ,2.0,1.0,1.0,3305802,Teresópolis,33,RJ,1,1,1,1,1085.0,1057.0,1068.0,1075.0,427.8,485.0,557.5,438.0,EBDBBABDCBDBECEBAADEADAECECCCCBECADCABADAEBDB,AACCEEECEDDEDCBBEAAEDCCDAEAEACDBBAABBAADBDEAC,AACEECCBDACEEACBDABABEBEBADDCEEAACDEADACBDEDA,DCAEDBDDEEACADCDBDDEEDCDBAEBCDCCBBCEDAEECECCE,1,ADBADABEABCEEEACCBDDADDCBBCCAEBAEBEBEACCCDDDE,CBECABBCDEACDCEDAAADBCDDAECBABAECBEBAEEDADEAB,BDECDAADCECCCDCCEBACBBAAAEECABABEECEBEEDCADBDBDBAA,ECDABEBDCEECDBDCCCCBCXCBAACDBAAACEBABDDEDAEBE,1.0,120.0,120.0,100.0,120.0,80.0,540.0,D,E,B,B,5,D,A,C,C,A,A,B,B,B,A,A,A,A,C,B,A,D,B,A,B
